timestamp,node_id,node_type,voltage_v,current_a,power_kw,label,is_anomaly
2026-03-21T00:00:00+00:00,bus_ccpd,bus,19723.5738,13.0099,257.3049,normal,0
2026-03-21T00:00:00+00:00,bus_chem_dept,bus,19778.0792,16.5683,323.9629,normal,0
2026-03-21T00:00:00+00:00,bus_dispensary,bus,19692.6501,8.8045,174.6413,normal,0
2026-03-21T00:00:00+00:00,bus_ifc_a,bus,19650.7688,16.9187,325.6914,normal,0
2026-03-21T00:00:00+00:00,bus_lh,bus,19665.7244,15.2071,296.3056,normal,0
2026-03-21T00:00:00+00:00,bus_lib,bus,19656.4765,22.2174,440.7687,normal,0
2026-03-21T00:00:00+00:00,bus_mega_hostel,bus,19577.7079,6.0067,118.6093,normal,0
2026-03-21T00:00:00+00:00,bus_mfc,bus,19751.289,9.6546,191.4125,normal,0
2026-03-21T00:00:00+00:00,bus_mme,bus,19792.9757,19.4575,378.0468,normal,0
2026-03-21T00:00:00+00:00,bus_ped,bus,19637.8309,16.9052,334.9522,normal,0
2026-03-21T00:00:00+00:00,bus_siemens_centre_of_excellence,bus,19653.8841,21.4662,425.1985,normal,0
2026-03-21T00:00:00+00:00,bus_slack,bus,19614.0352,166.2161,3266.8941,normal,0
2026-03-21T00:00:00+00:00,grid_main,external_grid,19972.7635,332.4322,6533.7882,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_01,load,19975.6736,0.6318,12.6199,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_02,load,19833.5846,0.7348,14.5741,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_03,load,19906.3081,0.8443,16.8068,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_04,load,19901.3331,1.0161,20.2222,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_05,load,19687.4739,1.1248,22.1454,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_06,load,19681.0425,1.3041,25.6661,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_07,load,19784.3699,1.3975,27.6483,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_08,load,19526.3729,1.6807,32.8189,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_09,load,19849.9861,2.0005,39.7106,normal,0
2026-03-21T00:00:00+00:00,load_ccpd_10,load,19818.6089,2.2753,45.0926,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_01,load,19807.1035,0.9658,19.1297,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_02,load,8223.3373,0.2988,2.4573,sensor_fault,1
2026-03-21T00:00:00+00:00,load_chem_dept_03,load,19852.6497,1.1847,23.5187,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_04,load,19923.4364,1.4175,28.2412,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_05,load,19611.8533,1.7196,33.7246,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_06,load,19811.7891,1.6719,33.1227,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_07,load,19858.8101,1.6029,31.8318,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_08,load,19775.3569,2.1246,42.0152,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_09,load,19656.3837,2.6994,53.0603,normal,0
2026-03-21T00:00:00+00:00,load_chem_dept_10,load,19722.5777,2.8831,56.8614,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_01,load,19933.4789,0.4333,8.6369,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_02,load,19989.8978,0.5598,11.1897,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_03,load,19807.13,0.603,11.9446,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_04,load,19971.8304,0.7166,14.3114,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_05,load,19744.8044,0.8378,16.5431,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_06,load,19990.8483,0.7724,15.4407,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_07,load,19841.599,0.9397,18.6455,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_08,load,19772.7723,1.0711,21.1781,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_09,load,19794.968,1.4186,28.0806,normal,0
2026-03-21T00:00:00+00:00,load_dispensary_10,load,19743.1785,1.4522,28.6707,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_01,load,19713.5087,0.8464,16.6865,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_02,load,20008.8727,0.9396,18.7994,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_03,load,19764.1537,1.1226,22.1869,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_04,load,19837.1867,1.2272,24.3433,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_05,load,19894.5741,1.2931,25.7248,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_06,load,19707.0087,1.6431,32.3815,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_07,load,19779.1474,1.4217,28.1204,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_08,load,19787.0626,2.0089,39.7507,normal,0
2026-03-21T00:00:00+00:00,load_ifc_a_09,load,18621.7416,3.8878,67.9559,overload,1
2026-03-21T00:00:00+00:00,load_ifc_a_10,load,19674.1638,2.5283,49.742,normal,0
2026-03-21T00:00:00+00:00,load_lh_01,load,19538.4356,0.6362,12.4308,sensor_fault,1
2026-03-21T00:00:00+00:00,load_lh_02,load,19847.6538,0.9524,18.9022,normal,0
2026-03-21T00:00:00+00:00,load_lh_03,load,20003.0588,1.0501,21.0043,normal,0
2026-03-21T00:00:00+00:00,load_lh_04,load,19854.3225,1.1843,23.5142,normal,0
2026-03-21T00:00:00+00:00,load_lh_05,load,16589.0359,1.4715,24.41,undervoltage,1
2026-03-21T00:00:00+00:00,load_lh_06,load,19832.0179,1.5684,31.1053,normal,0
2026-03-21T00:00:00+00:00,load_lh_07,load,19758.9205,1.503,29.6967,normal,0
2026-03-21T00:00:00+00:00,load_lh_08,load,19855.2722,1.8273,36.2817,normal,0
2026-03-21T00:00:00+00:00,load_lh_09,load,19816.4565,2.0828,41.2738,normal,0
2026-03-21T00:00:00+00:00,load_lh_10,load,19681.1767,2.9311,57.6866,normal,0
2026-03-21T00:00:00+00:00,load_lib_01,load,19839.3334,1.1569,22.9528,normal,0
2026-03-21T00:00:00+00:00,load_lib_02,load,19793.2684,1.365,27.017,normal,0
2026-03-21T00:00:00+00:00,load_lib_03,load,19955.7199,1.642,32.7678,normal,0
2026-03-21T00:00:00+00:00,load_lib_04,load,19853.2178,1.8063,35.8605,normal,0
2026-03-21T00:00:00+00:00,load_lib_05,load,19815.5679,1.7926,35.5214,normal,0
2026-03-21T00:00:00+00:00,load_lib_06,load,19906.6825,2.2264,44.321,normal,0
2026-03-21T00:00:00+00:00,load_lib_07,load,19763.8002,2.1046,41.5954,normal,0
2026-03-21T00:00:00+00:00,load_lib_08,load,19848.1061,2.5818,51.2444,normal,0
2026-03-21T00:00:00+00:00,load_lib_09,load,19831.9766,3.3525,66.4862,normal,0
2026-03-21T00:00:00+00:00,load_lib_10,load,19812.7309,4.1893,83.0022,normal,0
2026-03-21T00:00:00+00:00,load_mega_hostel_01,load,19648.8387,4.0373,79.3281,normal,0
2026-03-21T00:00:00+00:00,load_mega_hostel_02,load,19946.1502,1.9694,39.2812,normal,0
2026-03-21T00:00:00+00:00,load_mfc_01,load,19761.0329,0.5346,10.5641,normal,0
2026-03-21T00:00:00+00:00,load_mfc_02,load,19863.449,0.6464,12.8391,normal,0
2026-03-21T00:00:00+00:00,load_mfc_03,load,19880.7707,0.628,12.4852,normal,0
2026-03-21T00:00:00+00:00,load_mfc_04,load,19946.5483,0.8066,16.0895,normal,0
2026-03-21T00:00:00+00:00,load_mfc_05,load,19666.0163,0.8601,16.9147,normal,0
2026-03-21T00:00:00+00:00,load_mfc_06,load,19830.1026,0.9153,18.1513,normal,0
2026-03-21T00:00:00+00:00,load_mfc_07,load,19978.5484,1.0276,20.5304,normal,0
2026-03-21T00:00:00+00:00,load_mfc_08,load,19756.9513,1.1721,23.1579,normal,0
2026-03-21T00:00:00+00:00,load_mfc_09,load,19757.7033,1.4251,28.1571,normal,0
2026-03-21T00:00:00+00:00,load_mfc_10,load,19845.6544,1.6388,32.5232,normal,0
2026-03-21T00:00:00+00:00,load_mme_01,load,19823.115,0.8828,17.4996,normal,0
2026-03-21T00:00:00+00:00,load_mme_02,load,19939.7421,1.1096,22.125,normal,0
2026-03-21T00:00:00+00:00,load_mme_03,load,20021.7968,1.2186,24.3993,normal,0
2026-03-21T00:00:00+00:00,load_mme_04,load,19899.2718,1.3771,27.4031,normal,0
2026-03-21T00:00:00+00:00,load_mme_05,load,18740.9652,3.2134,56.275,overload,1
2026-03-21T00:00:00+00:00,load_mme_06,load,19642.7443,1.8256,35.8603,normal,0
2026-03-21T00:00:00+00:00,load_mme_07,load,19845.3263,1.8069,35.858,normal,0
2026-03-21T00:00:00+00:00,load_mme_08,load,19736.7381,2.2176,43.7684,normal,0
2026-03-21T00:00:00+00:00,load_mme_09,load,19723.395,2.6403,52.076,normal,0
2026-03-21T00:00:00+00:00,load_mme_10,load,19832.6322,3.1656,62.7821,normal,0
2026-03-21T00:00:00+00:00,load_ped_01,load,19732.0087,0.8586,16.9416,normal,0
2026-03-21T00:00:00+00:00,load_ped_02,load,19740.1932,1.0756,21.2333,normal,0
2026-03-21T00:00:00+00:00,load_ped_03,load,19899.1616,1.1983,23.8453,normal,0
2026-03-21T00:00:00+00:00,load_ped_04,load,19924.2956,1.3907,27.7086,normal,0
2026-03-21T00:00:00+00:00,load_ped_05,load,19830.4982,1.6254,32.2319,normal,0
2026-03-21T00:00:00+00:00,load_ped_06,load,19871.1807,1.759,34.9528,normal,0
2026-03-21T00:00:00+00:00,load_ped_07,load,19863.1295,1.7613,34.9859,normal,0
2026-03-21T00:00:00+00:00,load_ped_08,load,19825.7668,2.1082,41.7963,normal,0
2026-03-21T00:00:00+00:00,load_ped_09,load,19883.5408,2.3283,46.295,normal,0
2026-03-21T00:00:00+00:00,load_ped_10,load,19630.4684,2.7998,54.9615,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_01,load,19600.9096,1.0673,20.9209,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_02,load,19990.8418,1.2085,24.1596,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_03,load,19795.7709,1.6788,33.2329,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_04,load,19788.637,1.6508,32.6673,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_05,load,19825.5075,1.8487,36.6506,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_06,load,19838.6174,2.2358,44.3556,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_07,load,19918.3706,2.0721,41.2731,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_08,load,19799.2157,2.6306,52.0845,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_09,load,19910.0059,3.4694,69.0766,normal,0
2026-03-21T00:00:00+00:00,load_siemens_centre_of_excellence_10,load,19637.4155,3.6042,70.7774,normal,0
2026-03-21T00:05:00+00:00,bus_ccpd,bus,19662.9994,12.8882,255.2449,normal,0
2026-03-21T00:05:00+00:00,bus_chem_dept,bus,19735.3077,17.2328,342.5748,normal,0
2026-03-21T00:05:00+00:00,bus_dispensary,bus,19701.7867,8.5836,170.6519,normal,0
2026-03-21T00:05:00+00:00,bus_ifc_a,bus,19766.1767,15.417,305.23,normal,0
2026-03-21T00:05:00+00:00,bus_lh,bus,19585.1824,15.9876,313.3523,normal,0
2026-03-21T00:05:00+00:00,bus_lib,bus,19616.2136,21.3709,423.6774,normal,0
2026-03-21T00:05:00+00:00,bus_mega_hostel,bus,19670.7181,5.5207,109.3543,normal,0
2026-03-21T00:05:00+00:00,bus_mfc,bus,19670.9755,10.2427,202.3737,normal,0
2026-03-21T00:05:00+00:00,bus_mme,bus,19744.506,16.6854,330.6848,normal,0
2026-03-21T00:05:00+00:00,bus_ped,bus,19672.2216,16.6537,330.293,normal,0
2026-03-21T00:05:00+00:00,bus_siemens_centre_of_excellence,bus,19591.7945,23.8775,457.811,normal,0
2026-03-21T00:05:00+00:00,bus_slack,bus,19682.1976,164.4601,3241.2481,normal,0
2026-03-21T00:05:00+00:00,grid_main,external_grid,19945.9489,328.9202,6482.4962,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_01,load,20031.2836,0.6771,13.5622,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_02,load,19688.6955,0.7249,14.2726,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_03,load,19887.4877,0.9175,18.2465,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_04,load,19747.3158,1.0366,20.4709,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_05,load,19910.0975,1.1177,22.253,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_06,load,19802.8717,1.4613,28.9373,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_07,load,19643.2649,1.4018,27.5355,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_08,load,19877.0092,1.4308,28.4407,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_09,load,19768.0171,1.8582,36.7333,normal,0
2026-03-21T00:05:00+00:00,load_ccpd_10,load,19799.8152,2.2623,44.7929,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_01,load,19993.5601,0.8513,17.0198,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_02,load,20022.923,0.962,19.2628,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_03,load,20074.2701,1.3465,27.0307,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_04,load,19677.6123,1.3577,26.7163,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_05,load,19955.1514,1.4706,29.3466,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_06,load,19779.4995,1.7868,35.3425,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_07,load,19865.7345,1.6958,33.6884,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_08,load,19835.1791,2.1528,42.7011,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_09,load,19900.4225,2.6133,52.0067,normal,0
2026-03-21T00:05:00+00:00,load_chem_dept_10,load,19846.6973,2.996,59.4599,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_01,load,19832.894,0.4507,8.9394,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_02,load,19709.4357,0.5294,10.4351,normal,0
